Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2,Annual production
"market for electricity, high voltage",BE,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",BE,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",BE,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",BE,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",BE,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",BE,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",BE,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",BE,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",BE,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",BE,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",BE,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",IN-North-eastern grid,INDIA,156, flat-roof , multi-Si, on roof,,,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,156, flat-roof , single-Si, on roof,,,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,570, open ground , CIS, on open ground,,,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,570, open ground , CdTe, on open ground,,,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,570, open ground , micro-Si, on open ground,,,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,570, open ground , multi-Si, on open ground,,,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,570, open ground , single-Si, on open ground,,,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,93, slanted-roof , multi-Si, laminated, integrated, on roof,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,93, slanted-roof , multi-Si, panel, mounted, on roof,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,93, slanted-roof , single-Si, laminated, integrated, on roof,
"market for electricity, high voltage",IN-North-eastern grid,INDIA,93, slanted-roof , single-Si, panel, mounted, on roof,
"market for electricity, high voltage",GR,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",GR,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",GR,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",GR,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",GR,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",GR,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",GR,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",GR,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",GR,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",GR,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",GR,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",GR,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",GR,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , single-Si, panel, mounted, on roof,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , multi-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,156, flat-roof , single-Si, on roof,,,991.32
"market for electricity, high voltage",GR,WEU,570, open ground , CIS, on open ground,,,1171.76
"market for electricity, high voltage",GR,WEU,570, open ground , CdTe, on open ground,,,1211.26
"market for electricity, high voltage",GR,WEU,570, open ground , micro-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , multi-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,570, open ground , single-Si, on open ground,,,1203.59
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, laminated, integrated, on roof,991.32
"market for electricity, high voltage",GR,WEU,93, slanted-roof , multi-Si, panel, mounted, on roof,991.32
